,id,year,rating,votes
920,920,2013,8.4,2707
921,921,2014,8.4,1441
922,922,2013,8.4,472
923,923,1999,8.4,32
924,924,2007,8.4,60
925,925,2013,8.4,10
926,926,2012,8.4,8771
927,927,2012,8.4,3561
928,928,2013,8.4,11947
929,929,2010,8.4,106
930,930,2010,8.4,992
931,931,2021,8.4,7
932,932,2009,8.4,492
933,933,2011,8.4,3032
934,934,2009,8.4,5
935,935,2010,8.4,4118
936,936,2010,8.4,787
937,937,2011,8.4,17
938,938,2022,8.4,18
939,939,2021,8.4,14
940,940,2022,8.4,9
941,941,1991,8.4,9
942,942,2008,8.4,42
943,943,2021,8.4,80
944,944,2021,8.4,11
945,945,2022,8.4,240
946,946,2005,8.4,11
947,947,2013,8.4,54
948,948,2013,8.4,62
949,949,2020,8.4,76
950,950,2018,8.4,21
951,951,2010,8.4,2192
952,952,2012,8.4,18
953,953,2012,8.4,8
954,954,2021,8.4,61
955,955,2006,8.4,7
956,956,2017,8.4,9
957,957,2001,8.4,7
958,958,1997,8.4,20
959,959,2011,8.4,3887
960,960,2017,8.4,12
961,961,2013,8.4,17
962,962,1994,8.4,57
963,963,2008,8.4,107
964,964,2008,8.4,418
965,965,2012,8.4,24
966,966,1990,8.4,14
967,967,2005,8.4,39
968,968,2009,8.4,8
969,969,2008,8.4,911
970,970,2008,8.4,35
971,971,2020,8.4,66
972,972,2019,8.4,15
973,973,1996,8.4,7
974,974,2012,8.4,26
975,975,2020,8.4,5
976,976,2005,8.4,108
977,977,2020,8.4,104
978,978,2007,8.4,171
979,979,2020,8.4,2535
980,980,2020,8.4,735
981,981,2008,8.4,3944
982,982,2018,8.4,12
983,983,2008,8.4,66
984,984,2018,8.4,42
985,985,2018,8.4,85
986,986,1999,8.4,14
987,987,2016,8.4,88
988,988,2009,8.4,3039
989,989,2016,8.4,7
990,990,2010,8.4,30
991,991,2007,8.4,189
992,992,1996,8.4,12
993,993,2020,8.4,14
994,994,2007,8.4,88
995,995,2020,8.4,17
996,996,2007,8.4,927
997,997,2006,8.4,62
998,998,2008,8.4,2719
999,999,2021,8.4,65
1000,1000,2019,8.4,5333
1001,1001,2007,8.4,177
1002,1002,2017,8.4,7
1003,1003,2005,8.4,16
1004,1004,2007,8.4,1481
1005,1005,2001,8.4,25
1006,1006,1994,8.4,99
1007,1007,2003,8.4,57
1008,1008,1998,8.4,48
1009,1009,2004,8.4,50
1010,1010,1994,8.4,22
